Field_1,Count
"banquo's",5
bans,3
"baptis'd",1
baptism,3
baptista,109
"baptista's",16
bar,34
"bar'd",2
"bar'st",2
barabbas,1
barbarian,2
barbarians,1
barbarism,4
barbarous,21
barbary,11
barbary-,1
barbason,2
barbed,2
barber,2
"barber'd",1
"barber's",7
barber-monger,1
barbery,1
bard,1
bardolph,209
"bardolph's",3
bards,1
bare,60
bare-armd,1
"bare-bon'd",1
bare-bone,1
bare-faced,1
bare-foot,1
bare-gnawn,1
bare-headed,1
"bare-pick'd",1
"bare-ribb'd",1
"barefac'd",2
barefoot,6
bareheaded,5
barely,4
bareness,4
barful,1
bargain,19
"bargain'd",2
bargaine,1
bargained,1
bargains,4
barge,12
bargulus,1
baring,1
bark,50
"bark'd",2
"bark'st",1
barke,1
barketh,1
barking,2
barkloughly,1
barks,6
barky,1
barley,1
barley-broth,1
barly,1
barm,1
barn,2
barnacles,1
barnardine,25
"barnardine's",1
barnardo,30
barne,2
barnes,3
barnet,3
barns,3
baron,3
barons,6
barony,1
"barr'd",12
"barr'd-up",1
barrels,1
barren,44
barren-spirited,1
barrenly,1
barrenness,1
barricado,2
barricadoes,1
barrow,1
bars,15
barson,1
"barter'd",1
"barthol'mew",1
bartholomew,1
bartholomew-tide,1
basan,1
base,174
base-born,3
base-string,1
based,5
baseless,1
basely,13
baseness,17
baser,14
bases,4
basest,14
bashful,8
bashfulness,1
basilisco-like,1
basilisk,4
basilisks,4
basimecu,1
basin,6
basingstoke,1
basins,1
basis,6
"bask'd",1
basket,30
basket-hilt,1
baskets,1
bass,2
bass-viol,1
bassanio,122
"bassanio's",7
basset,11
bassianus,42
"bassianus'",3
basta,1
bastard,200
"bastard's",2
bastardizing,1
bastardly,1
bastards,17
bastardy,9
basted,1
bastes,1
bastinado,3
basting,2
bat,5
"bat's",1
batailles,1
batch,1
batchelour,1
bate,17
bate-breeding,1
bated,7
bateless,1
bates,11
bath,8
"bath'd",5
bathe,7
bathed,1
bathes,2
bathing,1
baths,1
bating,1
batler,1
bats,3
"batt'red",2
"batt'ring",1
"batt'ry",6
battaile,5
battalia,1
battalions,1
batten,2
batter,3
"batter'd",4
battering,2
batters,3
battery,10
battle,118
"battle's",4
battle-axe,1
battlefield,1
battlements,8
battles,18
"battles'",1
batty,1
bauble,8
baubles,1
baubling,1
bauldricke,1
bavian,4
bavin,1
bawcock,4
bawd,88
"bawd's",1
bawd-,1
bawd-born,1
bawdry,3
bawds,5
bawdy,9
bawdy-house,2
bawl,1
bawling,1
bay,30
"bay'd",3
bayes,1
baying,1
"baynard's",3
bayonne,1
bays,3
be,7361
"be'",2
"be's",1
"be'st",15
"be't",16
be-,9
be-all,1
be-gar,1
be-gnaw,1
be-met,1
be-mete,1
be-monster,1
be-retire,1
be-tumbled,1
beach,6
beached,1
beachy,1
beacon,5
bead,1
beaded,1
beadle,16
beadles,4
beads,10
beadsmen,1
beagle,1
beagles,1
beak,5
beakes,1
beaks,1
beam,11
beams,26
bean-fed,1
beans,1
bear,559
"bear's",1
"bear'st",9
"bear't",2
bear-baiting,2
bear-baitings,1
bear-herd,1
bear-like,1
bear-ward,1
bear-whelp,1
bear-whelps,1
beard,94
"beard's",1
bearded,4
beardless,2
beards,13
beare,10
bearer,7
bearers,4
beares,3
bearest,4
beareth,1
bearing,78
bearing-cloth,2
bears,113
beast,79
"beast's",1
beast-o,1
beastliest,1
beastliness,1
beastly,22
beasts,35
beat,128
"beat'em",1
beate,2
beated,1
beaten,48
beates,3
beating,27
beatrice,159
beats,31
beau,22
beaufort,18
"beaufort's",4
beaumond,1
beaumont,2
beauteous,44
beautie,3
beautied,1
beauties,17
beautified,2
"beautified'",1
beautiful,16
beautify,5
beauty,257
"beauty's",35
beauty-,1
beauty-waning,1
beaver,6
beavers,1
beavy,1
became,24
because,199
because-,1
"bechanc'd",1
bechance,2
bechanced,1
beck,5
"beck'd",1
becking,1
beckning,1
"beckon'd",1
beckoning,1
beckons,5
becks,2
"becom'd",2
"becom'st",2
become,154
"become't",1
becomed,1
becomes,69
becomes-,1
becoming,8
becomings,1
bed,292
bed-,2
bed-chamber,2
bed-fellow,2
bed-fellows,1
bed-hangers,1
bed-mate,1
bed-presser,1
bed-rid,2
bed-right,1
bed-room,1
bed-swerver,1
bed-time,1
bed-vow,1
bed-work,1
bedabbled,1
"bedash'd",1
"bedaub'd",1
bedazzled,1
bedchamber,12
bedclothes,1
bedded,3
bedeck,1
bedecking,1
bedew,3
bedfellow,11
bedfellowes,1
bedfellows,1
bedford,48
"bedford's",1
"bedimm'd",1
bedlam,7
bedrench,1
bedrid,2
beds,30
"beds'",1
bedtime,1
bedward,1
bee,7
"bee's",1
"bee'st",1
beech,1
beef,11
beef-witted,1
beefs,1
beehives,1
been,730
been-,2
been-for,1
beene,9
beer,5
beer-barrel,1
beere,1
bees,9
beest,12
beetle,5
beetle-brows,1
beetle-headed,1
beetles,4
beeves,2
befall,28
"befall'n",8
befallen,1
befalls,1
befell,3
befit,1
befits,10
befitted,1
befitting,1
"befor't",1
before,945
"before's",1
"before't",1
before-,2
before-breach,1
before-time,1
beforehand,2
befortune,1
befriend,6
befriended,2
befriends,1
beg,105
"beg'st",1
began,45
"began'st",1
"began't",1
begd,3
beget,23
"beget'st",1
begets,7
begetting,4
"begg'd",25
beggar,61
"beggar'd",5
"beggar's",10
beggar-fear,1
beggar-maid,1
beggar-man,1
beggar-woman,1
beggared,1
beggarly,9
beggarly-nor,1
beggars,25
"beggars'",1
beggary,11
beggary-,1
begged,1
begging,12
begin,124
beginners,2
beginning,21
beginning-,1
beginnings,1
begins,66
begnawn,1
begone,3
begot,26
begotten,4
"begrim'd",2
begs,7
"beguil'd",19
beguile,26
beguiled,4
beguiles,5
beguiling,3
begun,33
behalf,45
behalfes,1
behalfs,1
"behav'd",2
behavedst,1
behaviors,1
behaviour,31
behaviours,6
behead,1
beheaded,6
beheastes,1
beheld,35
beheld-,2
behest,1
behests,2
behind,129
behind-door-work,1
behind-hand,1
behinde,2
behold,178
"behold's",1
"behold'st",3
behold-,1
beholder,1
beholders,5
beholdest,1
beholding,31
beholds,4
behoof,2
behoofe,1
behove,3
behoveful,1
behoves,4
behowls,1
being,751
being-,1
being-whereby,1
"bel's",1
belarius,86
belch,7
"belch'd",1
belches,1
belching,2
beldam,2
beldame,1
"beldame's",1
beldams,2
"belee'd",1
"beleev'd",1
beleeve,7
beleife,1
beleve,1
belfry,1
belgia,2
belie,10
belied,8
belief,14
beliest,1
"believ'd",14
"believ'st",1
believe,238
"believe'",1
"believe't",8
"believe't-",1
believe-,1
believed,5
believes,5
believest,1
believing,6
belike,43
bell,38
bell-,1
bell-wether,2
bellario,8
"bellario's",1
belle,1
bellied,1
bellies,1
bellman,2
bellona,1
"bellona's",1
bellow,1
"bellow'd",2
bellowed,1
bellowing,2
bellows,2
bellows-mender,3
bells,17
belly,37
"belly's",3
belly-pinched,1
bellyful,2
belmont,22
"belock'd",1
belona,1
belong,19
"belong'd",2
belonging,8
belongings,1
belongs,17
"belov'd",30
"belov'd-",1
beloved,29
beloving,1
below,61
bels,3
belt,2
belzebub,3
bemadding,1
"bemoan'd",1
bemock,1
"bemock'd-at",1
bemoiled,1
ben,4
bench,9
"bench'd",1
bench-holes,1
bencher,1
benches,2
bend,50
bended,7
bending,20
bends,5
bene,2
beneath,22
benedicite,2
benedick,199
"benedick's",3
benediction,6
benedictus,4
benefactors,4
benefice,1
beneficial,3
beneficiall,1
benefit,40
benefits,7
benefitted,1
benetted,1
benevolence,1
benevolences,1
benign,1
benison,4
bennet,2
bent,45
bentii,1
bentivolii,1
bents,1
benumbed,1
benvolio,79
bepaint,1
bepainted,1
bepray,1
bequeath,17
"bequeath'd",3
bequeathed,4
bequeathing,3
bequest,1
berard,2
berattle,1
"beray'd",1
bere,1
bereave,5
bereaved,2
bereaves,3
bereft,22
bergamo,1
bergomask,2
"berhym'd",1
berhyme,1
berkeley,13
berkeley-castle,1
bermoothes,1
berod,1
berowne,196
"berowne's",1
berries,8
berry,7
bertram,136
"bertram's",1
berwick,3
"bescreen'd",1
beseech,232
"beseech'd",3
beseechers,1
beseeching,4
beseek,1
beseem,7
beseemeth,1
beseeming,5
beseems,4
beset,7
beshrew,34
beside,38
besides,115
besides-a,1
"besieg'd",3
"besieg'd-",1
besiege,11
besieged,2
beslubber,1
besmear,2
"besmear'd",3
besmeared,1
besmirch,1
"besmirch'd",1
besom,1
besort,2
besotted,1
bespake,2
bespeak,6
bespice,1
bespoke,5
bess,1
bessy,1
best,488
"best's",1
best-moving,1
best-regarded,1
"best-temper'd",1
bestained,1
bested,1
bestial,3
bestir,2
"bestirr'd",2
bestow,51
"bestow'd",19
"bestow'st",1
"bestow't",1
bestow-,1
bestowed,13
bestowing,5
bestows,5
bestraught,1
bestrew,2
"bestrew'd",1
bestrid,6
bestride,9
bestrides,1
bet,1
betake,10
betakes,1
beteem,2
bethink,21
bethinking,1
bethought,6
bethrothed,1
"bethump'd",1
betid,3
betide,8
betideth,2
betime,6
betimes,24
betoken,1
"betoken'd",1
betook,2
betossed,1
betray,42
"betray'd",19
"betray'dst",1
"betray's",1
betrayed,7
betraying,2
betrays,2
betrims,1
"betroth'd",8
betrothed,5
betroths,1
"bett'ring",2
betted,1
better,632
"better'd",2
bettered,4
bettering,1
betters,12
betting,2
bettre,1
between,251
"between's",6
between-,1
betweene,10
betwixt,57
beuteous,1
beutie,1
beuties,1
beutifull,1
bevel,1
beverage,1
bevis,4
bevy,2
bewail,2
bewailed,1
bewailing,1
bewails,1
beware,30
beweep,4
bewept,3
bewet,1
"bewhor'd",1
bewitch,2
"bewitch'd",8
bewitched,2
bewitching,1
bewitchment,1
bewray,6
"bewray'd",2
bewtie,1
beyond,68
bezonian,1
bezonians,1
bi-fold,1
bianca,113
"bianca's",6
bias,12
bias-drawing,1
bibble-babble,1
bickerings,1
bid,354
"bid'st",5
bidden,1
bidding,27
biddings,1
biddy,1
bide,16
bides,4
biding,3
bids,70
bien,3
bier,6
big,42
big-,1
big-bellied,1
"big-bon'd",1
"big-swol'n",2
bigamy,1
biggen,1
bigger,17
biggest,1
bigness,1
bigot,16
bilberry,1
bilbo,2
bilboes,1
bilbow,1
bill,18
billeted,2
billets,1
billiards,1
billing,1
billow,5
billows,5
bills,16
bin,8
binary,1
bind,45
binde,1
bindeth,1
binds,4
biondello,71
birch,2
bird,48
"bird's",4
bird-bolt,2
bird-bolts,1
birding-pieces,1
birdlime,1
birds,44
birnam,10
birth,89
birth-,2
birth-child,1
birth-day,3
"birth-hour's",1
birth-strangled,1
birthday,1
birthdom,1
birthes,2
birthplace,1
birthright,5
birthrights,1
births,5
bis,1
biscuit,2
bishop,43
"bishop's",4
bishop-did,1
bishops,12
bisson,2
bit,8
bitch,1
"bitch's",1
"bitch-wolf's",1
bite,40
bites,11
biting,10
bits,6
"bitt'rest",1
bitten,1
bitter,79
bitterest,2
bitterly,9
bitterness,11
bitumed,2
blab,3
"blabb'd",2
blabbing,1
blabs,1
black,174
"black'st",1
black-,1
"black-brow'd",2
"black-corner'd",1
"black-fac'd",4
black-haird,1
black-nay,1
blackamoor,2
blackamoors,2
blackberries,2
blackberry,1
blacke,6
blacker,5
blackest,3
blackfriars,2
blackfriers,1
blackheath,4
blackmere,1
blackness,4
blacks,1
bladder,1
bladders,3
blade,12
bladed,2
blades,3
blains,1
"blam'd",3
blame,92
blamed,4
blameful,3
blameless,2
blames,3
blanc,1
blanch,23
"blanch'd",1
blank,13
blanket,6
blanks,5
blaspheme,3
blaspheming,2
blasphemous,1
blasphemy,3
blast,16
blasted,12
blastes,1
blasting,4
blastments,1
blasts,10
"blaz'd",3
blaze,10
blazes,1
blazing,2
blazon,7
"blazon'd",1
"blazon'st",1
blazoning,2
bleach,1
bleaching,2
bleak,5
"blear'd",1
bleared,2
bleat,4
bleated,1
bleats,1
bled,3
bleed,39
"bleed'st",3
bleede,2
bleedest,1
bleedeth,1
bleeding,35
bleeds,9
blemish,9
"blemish'd",6
blemish-,1
blemishes,3
blench,5
blenches,1
blend,2
blended,2
blent,2
"bles'd",2
bless,113
"bless'd",17
blesse,3
blessed,90
blessed-fair,1
blessedly,2
blessedness,3
blesses,2
blesseth,1
blessing,49
blessings,21
blest,52
blew,5
blind,87
"blind-worm's",1
blind-worms,1
blinde,1
blinded,5
blindfold,3
blinding,2
blindly,1
blindness,5
blinds,1
blink,1
blinking,2
bliss,22
blissefull,1
"blist'red",1
blister,5
"blister'd",2
blisters,2
blistring,1
blithe,5
blither,1
blithild,1
bloat,1
block,17
block-head,1
blocke,1
blockish,1
blocks,4
blois,1
blood,687
"blood's",2
blood-,4
blood-bespotted,1
"blood-bolter'd",1
blood-consuming,1
blood-drinking,3
"blood-stain'd",1
blood-stained,2
blood-sucker,1
blood-suckers,1
blood-sucking,1
blood-thirsty,1
bloodhound,1
bloodied,2
bloodier,1
bloodiest,1
bloodily,4
bloodless,8
bloods,16
bloodshed,2
bloodshedding,1
bloody,231
"bloody-fac'd",1
bloody-hunting,1
bloody-minded,2
"bloody-scepter'd",1
bloom,2
"bloom'd",1
bloomd,1
blooming,1
blooms,1
blossom,11
blossome,1
blossoming,2
blossoms,7
blot,30
blots,8
blotted,4
blotting,2
blount,1
blow,105
"blow'st",1
blowed,1
blowers-up,1
blowes,4
blowest,1
blowing,10
blown,41
blowne,1
blows,76
blows-,1
blowse,1
"blubber'd",1
blubberd,1
blubbering,2
blue,27
blue-bottle,1
blue-caps,1
blue-coats,1
"blue-ey'd",1
"blue-vein'd",1
blues,1
bluest,1
bluish,1
blunt,73
blunt-witted,1
blunted,2
blunter,1
bluntest,1
blunting,2
bluntly,3
bluntness,1
blunts,2
blur,2
"blurr'd",2
blurs,1
blurted,1
blush,58
"blush'd",10
blushes,15
blushest,1
blushing,29
"blust'ring",1
bluster,1
blusterer,1
blustering,3
blusters,1
blustrous,1
bo-peep,1
boar,34
"boar's",4
"boar's-head",2
boar-pig,1
boar-spear,1
board,20
boarded,7
"boarding'",1
boards,1
boarish,1
boars,1
boast,40
boasted,2
boastful,1
boasting,5
boasts,2
boat,11
boats,6
boatswain,21
bob,3
"bobb'd",3
boblibindo,1
bobtail,1
bocchus,1
bode,7
boded,2
bodements,2
bodes,6
"bodg'd",1
"bodi's",1
bodie,1
bodied,1
bodies,51
bodies-,1
bodikin,1
bodiless,1
bodily,4
boding,5
bodkin,2
"bodkin's",1
body,282
"body's",25
body-,2
body-curer,1
bodykins,1
bog,2
boggle,1
boggler,1
bogs,3
bohemia,32
"bohemia's",2
bohemian,1
bohemian-tartar,1
bohun,1
boil,7
"boil'd",3
boiled,1
boiling,5
boils,3
"boist'rous",9
boisterous,6
boisterously,1
boitier,1
bold,153
"bold'ned",1
"bold'st",1
bold-beating,1
"bold-fac'd",2
"bolden'd",1
bolder,7
boldest,3
boldly,18
boldness,16
bolds,1
bolingbroke,174
"bolingbroke's",5
bolingbroke-,1
bolins,1
"boll'n",1
bolster,2
bolt,11
bolted,3
bolters,1
bolting,2
bolting-hutch,1
bolts,5
bombard,2
bombards,1
bombast,3
bon,5
"bon'd",1
bona,21
bona-roba,1
bona-robas,1
bond,74
bond-slave,1
bond-slaves,1
bondage,23
bondmaid,1
bondman,9
"bondman's",1
bondmen,4
bonds,24
bondslave,1
bone,15
"bone'",2
bone-ache,2
boneless,1
bones,84
bonfire,1
bonfire-light,1
bonfires,5
bonfyres,1
boni,1
bonjour,2
bonne,2
bonnet,9
bonneted,1
bonny,8
bonos,1
bonum,1
bonville,1
bony,1
bood,1
book,93
"book'd",1
"book's",1
book-mates,1
book-men,2
book-oath,1
booke,1
bookish,3
books,40
boon,12
boor,1
boorish,1
boors,1
boot,32
boot-hose,1
booteles,1
booties,1
bootless,22
boots,27
booty,4
"bor'd",1
"bor'st",1
borachio,51
bordeaux,10
border,1
bordered,1
borderers,1
borders,1
bore,36
boreas,1
bores,3
boresprit,1
boring,1
born,178
born-,1
borne,86
borne-,1
borough,2
boroughs,1
borrow,31
"borrow'd",11
"borrow'dst",1
borrowed,17
borrower,2
"borrower's",1
borrowing,4
borrows,4
bosko,1
boskos,3
bosky,1
bosom,132
"bosom'd",1
"bosom's",4
bosom-,1
bosome,2
bosomes,1
bosoms,27
bosoms-this,1
boson,1
"boss'd",1
bosworth,2
botch,2
"botch'd",2
botcher,1
"botcher's",2
botches,1
botchy,1
both,707
both-,2
both-for,1
both-my,1
bots,3
bottle,22
bottle-,1
bottle-ale,2
bottled,2
bottles,3
bottom,103
"bottom's",2
bottomless,3
bottoms,2
boucicault,2
boudge,1
bough,6
boughs,10
bought,54
boult,54
"boult's",1
"bounc'd",1
bounce,2
bounced,1
bouncing,2
bound,190
bound-,1
bounded,4
bounden,2
boundeth,2
bounding,3
boundles,1
boundless,9
bounds,24
bounteous,19
bounteously,1
bounties,5
bountiful,7
bountifully,1
bounty,43
"bounty's",1
bourbier,1
bourbon,12
bourchier,2
bourdeaux,1
bourn,9
bourne,1
bout,9
bouts,1
bove,4
bow,60
"bow'd",14
bow-back,1
"bow-boy's",1
bow-case,1
bow-hand,1
bow-strings,1
bow-wow,2
bowed,3
bowells,1
bowels,22
bower,9
bowers,1
bowes,3
bowing,2
bowl,13
"bowl'd",1
bowler,1
bowling,2
bowls,3
bownd,1
bows,12
bowstring,1
box,24
box-tree,1
boxes,2
boy,425
"boy'",3
"boy's",11
boy-,1
boy-queller,1
boyes,14
boyet,101
boyish,2
boyle,1
boyling,1
boys,83
"boys'",2
boystrous,1
brabant,5
brabantio,47
brabble,2
brabbler,2
"brac'd",1
brace,18
bracelet,7
bracelets,3
brach,6
bracy,1
brag,15
"bragg'd",3
braggardism,1
braggart,9
braggarts,3
bragging,8
bragless,1
brags,7
braid,2
braided,2
brain,82
"brain'd",1
"brain's",2
brain-pain,1
brain-sick,3
braine,1
brained,1
braines,1
brainford,6
brainish,1
brainless,1
brains,45
brainsick,3
brainsickly,1
brake,13
brakenbury,21
brakes,3
brambles,2
bran,7
branch,15
branched,1
branches,16
branches-,1
branchless,1
brand,11
branded,4
brandish,3
"brandish'd",4
brandon,12
brandon-,1
brands,8
bras,2
brass,19
brassy,1
brat,8
"brat's",1
brats,3
"brav'd",6
"brav'ry",1
brave,176
braved,2
bravely,38
bravely-,1
braver,10
bravery,8
braves,4
bravest,4
braving,6
brawl,15
"brawl'd",1
brawling,7
brawls,6
brawn,3
brawn-buttock,1
brawns,2
brawny,2
bray,2
"bray'd",1
braying,1
"braz'd",2
brazen,11
brazen-face,1
brazen-faced,1
brazier,1
breach,38
breaches,2
bread,25
bread-chipper,1
breadth,9
break,268
"break'st",2
"break't",1
break-neck,1
break-promise,1
break-vow,1
breake,9
breaker,2
breakers,1
breakes,1
breaketh,3
breakfast,16
breaking,29
breaking-out,1
breaks,36
breast,118
breast-,1
breast-deep,1
breasted,2
breasting,1
breastplate,1
breasts,14
breath,239
"breath'd",20
breath-,1
breathd,2
breathe,66
breathed,7
breather,3
breathers,1
breathes,14
breathest,1
breatheth,2
breathing,27
breathings,1
breathless,13
breathlesse,1
breaths,9
brecknock,1
bred,57
breech,2
"breech'd",1
breeches,8
breeching,1
breed,56
breed-,1
breed-bate,1
breeder,8
breeders,2
breedeth,2
breeding,27
breeding-,1
breeds,28
breese,1
breeze,1
breff,1
bretagne,1
brethen,1
bretheren,2
brethren,18
"brethren's",1
brevis,1
brevity,4
brew,4
"brew'd",3
brew-house,1
brewage,1
"brewer's",2
brewers,1
brewing,1
brews,1
briar,1
briareus,1
briars,1
"brib'd",4
bribe,5
briber,1
bribes,3
brick,3
bricklayer,2
bricks,1
bridal,8
bride,43
bride-bed,2
brided,1
bridegroom,13
"bridegroom's",3
bridegroomes,2
bridegrooms,1
bridehouse,1
brides,2
bridge,13
bridgenorth,2
bridges,2
bridget,3
bridle,6
bridled,2
brief,93
brief-,1
briefe,1
briefer,1
briefest,1
briefly,21
briefness,3
brier,6
briers,9
brigandine,1
bright,92
bright-burning,1
bright-shining,1
brighten,1
brighter,1
brightest,4
brightly,2
brightness,3
brim,8
brim-full,1
brimful,2
brims,1
brimstone,3
brinded,1
brine,11
brine-pit,1
brine-pits,1
bring,486
"bring'st",5
bringer,3
bringeth,2
bringing,19
bringings-forth,1
brings,58
bringst,1
brinish,4
brink,2
brisk,4
brisky,1
bristle,4
bristled,2
bristles,1
bristly,2
bristol,3
bristow,3
britain,64
"britain's",2
britaine,11
britaines,2
british,14
briton,9
britons,11
brittany,7
brittle,6
broach,4
"broach'd",7
broachd,1
broached,3
broad,20
broad-fronted,1
broad-spreading,1
broade,1
broader,2
broadsides,1
brocas,1
brock,1
broght,1
brogues,1
broil,6
"broil'd",2
broiling,1
broils,12
broke,89
"broke's",1
broken,69
brokenly,1
broker,5
"broker'",1
broker-lackey,1
brokers,3
brokes,1
broking,1
brooch,6
"brooch'd",1
brooches,1
brood,9
brooded,1
brooding,1
brook,82
"brook'd",2
"brook's",1
brook-i,1
brook-only,1
brooke,1
brooked,1
brooks,8
broom,2
broome,1
broomstaff,1
broth,1
brothel,11
brothel-house,1
brothels,1
brother,570
"brother'",1
"brother's",79
brother-,3
brother-in-law,4
brother-like,1
brother-love,1
brotherhood,6
brotherhoods,1
brotherly,3
brothers,76
"brothers'",4
broths,1
brought,220
broune,1
brow,82
"brow's",1
brow-bound,1
browes,1
brown,21
browne,2
browner,3
brownist,1
browny,1
brows,43
"brows'",1
"brows'd",1
brows-,1
browse,1
browsing,1
"bruis'd",5
bruise,9
bruised,5
bruises,1
bruising,4
bruit,4
bruited,3
brundusium,1
brunt,1
brush,2
"brush'd",3
brushes,2
brute,2
brute-,1
brutish,6
brutus,476
"brutus'",16
brutus-,1
brymd,1
bubble,8
bubbles,3
bubbling,2
bubukles,1
buck,11
"buck's",1
buck-basket,4
buck-basket-,1
buck-baskets,1
buck-washing,1
bucket,3
buckets,2
bucking,1
buckingham,252
"buckingham's",4
buckingham-,2
"buckl't",1
buckle,8
buckled,7
buckler,5
bucklers,4
bucklersbury,1
buckles,4
buckram,9
bucks,1
bud,22
budded,1
budding,3
budge,12
budger,1
budget,3
"budget'",1
buds,14
buff,4
buffet,4
buffets,5
bug,2
bugbear,1
bugle,3
bugs,3
build,24
builded,3
buildeth,3
building,10
buildings,6
builds,6
built,17
bulk,16
bulks,1
bull,17
"bull's",2
bull-bearing,1
bull-calf,1
bull-rush,1
bullcalf,14
bullen,9
"bullen's",1
bullens,2
bullet,3
"bullet's",1
bullets,8
bullocks,2
bulls,4
bully,18
bully-but,1
bully-monster,1
bulmer-,1
bulwark,4
bulwarks,4
bum,3
bum-baily,1
bump,1
bumper,1
bums,1
bunch,2
"bunch-back'd",2
bunches,2
bundle,2
bung,1
bung-hole,1
bungle,1
bunting,1
buoy,1
"buoy'd",1
"burd'ned",1
burden,52
"burden'd",3
burdened,1
burdening,1
burdenous,1
burdens,8
burgh,1
burgher,1
burghers,2
burglary,1
burgomasters,1
burgonet,4
burgundy,84
burial,23
buried,62
buried-,1
burier,1
buriest,1
burly,2
burn,86
"burn'",1
"burn'd",9
"burn'd'",1
burne,2
burned,5
burnes,1
burnet,1
burneth,5
burning,55
burning-glass,1
"burnish'd",3
burns,30
burnt,24
burr,2
burrows,1
burs,4
burst,31
bursting,1
bursts,1
burthen,4
burthen-wise,1
burthens,1
burton,1
burton-heath,1
bury,47
burying,4
bus,1
"bus'",1
bush,28
"bush's",1
bushels,1
bushes,6
bushy,28
busied,4
busily,2
busines,12
business,233
"business'",1
business-,1
businesse,4
businesses,4
"buskin'd",1
busky,1
buss,2
busses,1
bussing,1
bustle,4
bustling,1
busy,30
but,6773
but-,2
butcheed,1
butcher,21
"butcher'd",3
"butcher's",4
butcher-,1
butchered,3
butcheries,2
butcherly,1
butchers,7
butchery,3
butler,5
butt,13
butt-shaft,2
butter,8
"butter'd",1
"butter-woman's",1
"butter-women's",1
buttered,1
butterflies,4
butterfly,3
buttering,1
buttery,2
buttock,4
buttocks,2
button,3
"button'd",1
buttonhole,1
buttons,3
buttress,1
butts,11
buxom,2
buy,107
buyer,2
buying,1
buys,11
buz,2
buzz,9
"buzz'd",1
buzzard,3
buzzards,1
buzzers,1
buzzing,5
by,4086
"by'r",16
"by't",9
"by'th",3
by-,1
by-and-by,4
by-dependances,1
by-drinkings,1
by-gone,2
"by-pass'd",1
by-paths,1
by-peeping,1
by-room,1
by-words,1
byzantium,1
c,83
"c'est",2
"c's",2
cabbage,1
cabileros,1
cabin,11
"cabin'd",1
cabind,1
cabinet,2
cabins,2
cable,4
cables,1
cacaliban,1
cackling,2
cacodemon,1
caddis-garter,1
caddisses,1
cade,97
"cade's",1
cadence,1
cadent,1
cades,1
cadmus,1
caduceus,1
cadwal,8
cadwallader,1
caelius,1
caelo,1
caesar,509
"caesar'",1
"caesar'-",1
"caesar's",77
caesarion,2
caesars,1
cage,7
caged,2
cain,4
"cain's",2
"cain-colour'd",1
caithness,6
caitiff,13
caitiffs,1
caius,128
"caius'",2
"caius's",1
caius-,1
"cak'd",1
cake,4
"cake's",1
cakes,4
calaber,1
calais,12
calamities,1
calamity,10
calchas,12
"calchas'",6
calculate,3
calculated,1
cald,1
caldron,1
calendar,9
calendars,1
caleno,1
calf,17
"calf's",1
"calf's-head",1
"calf's-skin",6
calf-like,1
calf-skins,1
